;Destino;Pais;Descrição;Hospedagem;Passagem;Pais_pt;Pais_en;Currency;ISO Code
62;Paris;França;Mais do que a Torre Eiffel, mais do que o Louvre, a alma de Paris flana em meio líquido: o Rio Sena. Para buscá-la, é preciso caminhar, caminhar muito em suas margens, de preferência em um fim de semana. Você vai passar por achados como o bistrô La Rose de France, na Place Dauphine, pertinho da Pont Neuf. Na Ilha de Saint Louis, compre o famoso sorvete da Berthillon e leve-o para olhar o Sena a partir da Galerie du Vert Galant, no Quai des Orfèvres. No fim da tarde, embarque num dos barcos (bateaux) do Vedettes du Pont Neuf. E depois garimpe um velho cartaz art nouveau ou alguma edição valiosa de Victor Hugo ou Baudelaire com os bouquinistas nas suas tradicionais barracas de livros usados que margeiam o Sena. O Sena que sugiro tem 8 quilômetros e vai da Pont de Grenelle, ao sul da Torre Eiffel e do Campo de Marte, até a Pont de Sully, que atravessa a Île Saint-Louis. Dá para percorrer as duas margens do rio com calma em dois dias. Caso o bolso permita, brinde a essa visão de Paris em uma das mesas do restaurante de Alain Ducasse no Hotel Plaza Athénée. (VC)   O destino é ideal para casais, amantes de arte, arquitetura e cultura. Para se divertir, a Rue dês Lombards, no Marais, concentra três das mais icônicas casas de jazz parisienses (e da Europa). São elas: Duc desLombards, Le BaiserSalé e Sunset/Sunside.;"<a href=""https://www.booking.com/searchresults.pt-br.html?aid=332455&amp;lang=pt-br&amp;sid=eedbe6de09e709d664615ac6f1b39a5d&amp;sb=1&amp;src=searchresults&amp;src_elem=sb&amp;error_url=https%3A%2F%2Fwww.booking.com%2Fsearchresults.pt-br.html%3Faid%3D332455%3Bsid%3Deedbe6de09e709d664615ac6f1b39a5d%3Bclass_interval%3D1%3Bdest_id%3D-117543%3Bdest_type%3Dcity%3Bdtdisc%3D0%3Bfrom_sf%3D1%3Bgroup_adults%3D2%3Bgroup_children%3D0%3Binac%3D0%3Bindex_postcard%3D0%3Blabel_click%3Dundef%3Bno_rooms%3D1%3Boffset%3D0%3Bpostcard%3D0%3Braw_dest_type%3Dcity%3Broom1%3DA%252CA%3Bsb_price_type%3Dtotal%3Bsearch_selected%3D1%3Bsrc%3Dindex%3Bsrc_elem%3Dsb%3Bss%3DFloren%25C3%25A7a%252C%2520%25E2%2580%258BToscana%252C%2520%25E2%2580%258BIt%25C3%25A1lia%3Bss_all%3D0%3Bss_raw%3DFloren%25C3%25A7a%3Bssb%3Dempty%3Bsshis%3D0%26%3B&amp;ss=Paris%2C+%E2%80%8B%C3%8Ele-de-France%2C+%E2%80%8BFran%C3%A7a&amp;ssne=Floren%C3%A7a&amp;ssne_untouched=Floren%C3%A7a&amp;city=-117543&amp;checkin_monthday=&amp;checkin_month=&amp;checkin_year=&amp;checkout_monthday=&amp;checkout_month=&amp;checkout_year=&amp;no_rooms=1&amp;group_adults=2&amp;group_children=0&amp;from_sf=1&amp;ss_raw=Paris+&amp;ac_position=0&amp;ac_langcode=xb&amp;dest_id=-1456928&amp;dest_type=city&amp;search_pageview_id=af307bdc93320126&amp;search_selected=true&amp;search_pageview_id=af307bdc93320126&amp;ac_suggestion_list_length=5&amp;ac_suggestion_theme_list_length=0"" rel=""noopener"" target=""_blank""><em>Busque hospedagens em Paris</em></a>";<em>Busque passagens aéreas para Paris</em>;França;France;Euro;EUR
63;Islândia;Islândia;Feita de gelo e fogo, como seu povo gosta de afirmar, possui estradas cênicas e paisagens vulcânicas espalhadas pelo território desabitado. O melhor jeito de explorar a terra da cantora Björk, fundada oficialmente no ano de 874 pelos vikings, é de carro. É praticamente impossível se perder, porque só existe uma estrada que sai da capital Reykjavik e dá a volta inteira na ilha. Os hotéis costumam ser mais caros do que a média europeia – um dos mais em conta é o Hotel Cabin, próximo ao Lago Tjörn.;"<a href=""https://www.booking.com/searchresults.pt-br.html?aid=332455&amp;lang=pt-br&amp;sid=eedbe6de09e709d664615ac6f1b39a5d&amp;sb=1&amp;src=searchresults&amp;src_elem=sb&amp;error_url=https%3A%2F%2Fwww.booking.com%2Fsearchresults.pt-br.html%3Faid%3D332455%3Bsid%3Deedbe6de09e709d664615ac6f1b39a5d%3Bcity%3D-117543%3Bclass_interval%3D1%3Bdest_id%3D-1456928%3Bdest_type%3Dcity%3Bdtdisc%3D0%3Bfrom_sf%3D1%3Bgroup_adults%3D2%3Bgroup_children%3D0%3Binac%3D0%3Bindex_postcard%3D0%3Blabel_click%3Dundef%3Bno_rooms%3D1%3Boffset%3D0%3Bpostcard%3D0%3Braw_dest_type%3Dcity%3Broom1%3DA%252CA%3Bsb_price_type%3Dtotal%3Bsearch_selected%3D1%3Bsrc%3Dsearchresults%3Bsrc_elem%3Dsb%3Bss%3DParis%252C%2520%25E2%2580%258B%25C3%258Ele-de-France%252C%2520%25E2%2580%258BFran%25C3%25A7a%3Bss_all%3D0%3Bss_raw%3DParis%3Bssb%3Dempty%3Bsshis%3D0%3Bssne_untouched%3DFloren%25C3%25A7a%26%3B&amp;ss=Isl%C3%A2ndia&amp;ssne=Paris&amp;ssne_untouched=Paris&amp;city=-1456928&amp;checkin_monthday=&amp;checkin_month=&amp;checkin_year=&amp;checkout_monthday=&amp;checkout_month=&amp;checkout_year=&amp;no_rooms=1&amp;group_adults=2&amp;group_children=0&amp;from_sf=1&amp;ss_raw=Isl%C3%A2ndia&amp;ac_position=0&amp;ac_langcode=xb&amp;dest_id=97&amp;dest_type=country&amp;search_pageview_id=af307c009ac40110&amp;search_selected=true&amp;search_pageview_id=af307c009ac40110&amp;ac_suggestion_list_length=5&amp;ac_suggestion_theme_list_length=0"" rel=""noopener"" target=""_blank""><em>Busque hospedagens na Islândia</em></a>";<em>Busque passagens aéreas para Islândia</em>;Islândia;Iceland;Icelandic króna;ISK
64;Chamonix;França;O alpinismo e os Jogos Olímpicos de Inverno nasceram aqui graças ao magnífico Mont Blanc, de 4 808 metros. Há duas sugestões que merecem que você dispense atenção. Primeiro, o carré de cordeiro com batata assada e polenta frita servidos no Le Monchu. Depois disso, curta o MontenversTrain, um romântico trenzinho que sai do Centro.;"<a href=""https://www.booking.com/searchresults.pt-br.html?aid=332455&amp;sid=605c56653290b80351df808102ac423d&amp;sb=1&amp;src=index&amp;src_elem=sb&amp;error_url=https%3A%2F%2Fwww.booking.com%2Findex.pt-br.html%3Faid%3D332455%3Bsid%3D605c56653290b80351df808102ac423d%3Bsb_price_type%3Dtotal%26%3B&amp;ss=Chamonix-Mont-Blanc%2C+Rh%C3%B4ne-Alpes%2C+Fran%C3%A7a&amp;checkin_monthday=&amp;checkin_month=&amp;checkin_year=&amp;checkout_monthday=&amp;checkout_month=&amp;checkout_year=&amp;no_rooms=1&amp;group_adults=2&amp;group_children=0&amp;b_h4u_keep_filters=&amp;from_sf=1&amp;ss_raw=Chamonix&amp;ac_position=0&amp;ac_langcode=xb&amp;dest_id=-1418045&amp;dest_type=city&amp;place_id_lat=45.923534&amp;place_id_lon=6.867615&amp;search_pageview_id=a3bf935be7e80143&amp;search_selected=true&amp;search_pageview_id=a3bf935be7e80143&amp;ac_suggestion_list_length=5&amp;ac_suggestion_theme_list_length=0"" rel=""noopener"" target=""_blank""><em> Busque hospedagens em Chamonix</em></a>";<em>Busque passagens aéreas para Genebra</em>;França;France;Euro;EUR
65;San Gimignano;Itália;Elas já foram 72, mas hoje 14 torres ainda atestam o poder que essa maravilha medieval deteve no século 13. Enquanto você conta as torres no skyline, pode se refrescar na Gelateriadi Piazza, que já recebeu prêmios de melhor sorvete do mundo. O maior sucesso ali é o sabor de fruttidibosco (frutas vermelhas com pedacinhos de amora e framboesa).;"<a href=""https://www.booking.com/searchresults.pt-br.html?aid=332455&amp;lang=pt-br&amp;sid=eedbe6de09e709d664615ac6f1b39a5d&amp;sb=1&amp;src=searchresults&amp;src_elem=sb&amp;error_url=https%3A%2F%2Fwww.booking.com%2Fsearchresults.pt-br.html%3Faid%3D332455%3Bsid%3Deedbe6de09e709d664615ac6f1b39a5d%3Bclass_interval%3D1%3Bdest_id%3D73%3Bdest_type%3Dcountry%3Bdtdisc%3D0%3Bfrom_sf%3D1%3Bgroup_adults%3D2%3Bgroup_children%3D0%3Binac%3D0%3Bindex_postcard%3D0%3Blabel_click%3Dundef%3Bno_rooms%3D1%3Boffset%3D0%3Bpostcard%3D0%3Braw_dest_type%3Dcountry%3Broom1%3DA%252CA%3Bsb_price_type%3Dtotal%3Bsearch_selected%3D1%3Bsrc%3Dsearchresults%3Bsrc_elem%3Dsb%3Bss%3DFran%25C3%25A7a%3Bss_all%3D0%3Bss_raw%3DFran%25C3%25A7a%3Bssb%3Dempty%3Bsshis%3D0%3Bssne_untouched%3DIsl%25C3%25A2ndia%26%3B&amp;ss=San+Gimignano%2C+%E2%80%8BToscana%2C+%E2%80%8BIt%C3%A1lia&amp;ssne=Fran%C3%A7a&amp;ssne_untouched=Fran%C3%A7a&amp;checkin_monthday=&amp;checkin_month=&amp;checkin_year=&amp;checkout_monthday=&amp;checkout_month=&amp;checkout_year=&amp;no_rooms=1&amp;group_adults=2&amp;group_children=0&amp;from_sf=1&amp;ss_raw=San+Gimignano+&amp;ac_position=0&amp;ac_langcode=xb&amp;dest_id=-127559&amp;dest_type=city&amp;search_pageview_id=af307c1da7e200ba&amp;search_selected=true&amp;search_pageview_id=af307c1da7e200ba&amp;ac_suggestion_list_length=5&amp;ac_suggestion_theme_list_length=0"" rel=""noopener"" target=""_blank""><em>Busque hospedagens em San Gimignano </em></a>";<em>Busque passagens aéreas para Florença</em>;Itália;Italy;Euro;EUR
66;Cinque Terre;Itália;Cinco vilarejos incrustados sobre montanhas à beira-mar, ligados pela Via dell’Amore, uma trilha apenas para pedestres que une os povoados em caminhadas de no máximo 20 minutos. Não é um destino de primeira divisão da Itália (leia-se: de turismo de massa), mas esconde uma beleza incomparável no colorido das casas, na inclinação das vielas e no número de mirantes com vista privilegiada para o Mar Tirreno. Acomode-se em um restaurante, peça uma massa ao pesto, o tempero criado na região. Ah, felicità!;"<em> <a href=""https://www.booking.com/searchresults.pt-br.html?aid=332455&amp;lang=pt-br&amp;sid=eedbe6de09e709d664615ac6f1b39a5d&amp;sb=1&amp;src=searchresults&amp;src_elem=sb&amp;error_url=https%3A%2F%2Fwww.booking.com%2Fsearchresults.pt-br.html%3Faid%3D332455%3Bsid%3Deedbe6de09e709d664615ac6f1b39a5d%3Bclass_interval%3D1%3Bdest_id%3D-127559%3Bdest_type%3Dcity%3Bdtdisc%3D0%3Bfrom_sf%3D1%3Bgroup_adults%3D2%3Bgroup_children%3D0%3Binac%3D0%3Bindex_postcard%3D0%3Blabel_click%3Dundef%3Bno_rooms%3D1%3Boffset%3D0%3Bpostcard%3D0%3Braw_dest_type%3Dcity%3Broom1%3DA%252CA%3Bsb_price_type%3Dtotal%3Bsearch_selected%3D1%3Bsrc%3Dsearchresults%3Bsrc_elem%3Dsb%3Bss%3DSan%2520Gimignano%252C%2520%25E2%2580%258BToscana%252C%2520%25E2%2580%258BIt%25C3%25A1lia%3Bss_all%3D0%3Bss_raw%3DSan%2520Gimignano%3Bssb%3Dempty%3Bsshis%3D0%3Bssne_untouched%3DFran%25C3%25A7a%26%3B&amp;ss=Cinque+Terre%2C+%E2%80%8BIt%C3%A1lia&amp;ssne=San+Gimignano&amp;ssne_untouched=San+Gimignano&amp;city=-127559&amp;checkin_monthday=&amp;checkin_month=&amp;checkin_year=&amp;checkout_monthday=&amp;checkout_month=&amp;checkout_year=&amp;no_rooms=1&amp;group_adults=2&amp;group_children=0&amp;from_sf=1&amp;ss_raw=Cinque+Terre&amp;ac_position=0&amp;ac_langcode=xb&amp;dest_id=1754&amp;dest_type=region&amp;search_pageview_id=af307c30b0f2007a&amp;search_selected=true&amp;search_pageview_id=af307c30b0f2007a&amp;ac_suggestion_list_length=5&amp;ac_suggestion_theme_list_length=0"" rel=""noopener"" target=""_blank"">Busque hospedagens em Cinque Terre</a></em>";<em>Busque passagens aéreas para Florença</em>;Itália;Italy;Euro;EUR
67;Vale de Gokyo;Nepal;Cinco lagos de cores diferentes rodeados de picos nevados. Não quaisquer picos: os mais altos do mundo. Como o imponente Cho Oyu, de 8 201 metros, a marcar a fonteira do Nepal com o Tibete. Para chegar ao Vale de Gokyo, no Himalaia, é preciso caminhar cinco dias pelo Parque Nacional Khumbu, no Nepal. Alojamentos de montanha simples e limpos somados à doçura do povo nepalês garantem o calor necessário para encarar as baixas temperaturas da região. Mosteiros de budismo tibetano espalhados pelo caminho transmitem paz suplementar, caso a beleza e o silêncio do cenário não sejam suficientes. O país possui oito dentre as 10 maiores montanhas do mundo (todas no Himalaia).;"<a href=""https://www.booking.com/searchresults.pt-br.html?aid=332455&amp;lang=pt-br&amp;sid=eedbe6de09e709d664615ac6f1b39a5d&amp;sb=1&amp;src=searchresults&amp;src_elem=sb&amp;error_url=https%3A%2F%2Fwww.booking.com%2Fsearchresults.pt-br.html%3Faid%3D332455%3Bsid%3Deedbe6de09e709d664615ac6f1b39a5d%3Bcity%3D-127559%3Bclass_interval%3D1%3Bdest_id%3D1754%3Bdest_type%3Dregion%3Bdtdisc%3D0%3Bfrom_sf%3D1%3Bgroup_adults%3D2%3Bgroup_children%3D0%3Binac%3D0%3Bindex_postcard%3D0%3Blabel_click%3Dundef%3Bno_rooms%3D1%3Boffset%3D0%3Bpostcard%3D0%3Braw_dest_type%3Dregion%3Broom1%3DA%252CA%3Bsb_price_type%3Dtotal%3Bsearch_selected%3D1%3Bsrc%3Dsearchresults%3Bsrc_elem%3Dsb%3Bss%3DCinque%2520Terre%252C%2520%25E2%2580%258BIt%25C3%25A1lia%3Bss_all%3D0%3Bss_raw%3DCinque%2520Terre%3Bssb%3Dempty%3Bsshis%3D0%3Bssne_untouched%3DSan%2520Gimignano%26%3B&amp;ss=Nepal&amp;ssne=Cinque+Terre&amp;ssne_untouched=Cinque+Terre&amp;checkin_monthday=&amp;checkin_month=&amp;checkin_year=&amp;checkout_monthday=&amp;checkout_month=&amp;checkout_year=&amp;no_rooms=1&amp;group_adults=2&amp;group_children=0&amp;from_sf=1&amp;ss_raw=Nepal+&amp;ac_position=0&amp;ac_langcode=xb&amp;dest_id=148&amp;dest_type=country&amp;search_pageview_id=af307c3c89990232&amp;search_selected=true&amp;search_pageview_id=af307c3c89990232&amp;ac_suggestion_list_length=5&amp;ac_suggestion_theme_list_length=0"" rel=""noopener"" target=""_blank""><em>Busque hospedagens em Nepal</em></a>";<em>Busque passagens aéreas para Nepal</em>;Nepal;Nepal;Nepalese rupee;NPR
68;Guilin;China;Seu Rio Li é a maior inspiração dos pintores chineses. Em dias de sol, suas águas cor de jade refletem com perfeição as rochas e o céu majestosos.;"<a href=""https://www.booking.com/searchresults.pt-br.html?aid=332455&amp;sid=605c56653290b80351df808102ac423d&amp;sb=1&amp;src=index&amp;src_elem=sb&amp;error_url=https%3A%2F%2Fwww.booking.com%2Findex.pt-br.html%3Faid%3D332455%3Bsid%3D605c56653290b80351df808102ac423d%3Bsb_price_type%3Dtotal%26%3B&amp;ss=Guilin%2C+Guangxi%2C+China&amp;checkin_monthday=&amp;checkin_month=&amp;checkin_year=&amp;checkout_monthday=&amp;checkout_month=&amp;checkout_year=&amp;no_rooms=1&amp;group_adults=2&amp;group_children=0&amp;b_h4u_keep_filters=&amp;from_sf=1&amp;ss_raw=Guilin&amp;ac_position=0&amp;ac_langcode=xb&amp;dest_id=-1907565&amp;dest_type=city&amp;iata=KWL&amp;place_id_lat=25.2833&amp;place_id_lon=110.282997&amp;search_pageview_id=8164975a575e0301&amp;search_selected=true&amp;search_pageview_id=8164975a575e0301&amp;ac_suggestion_list_length=5&amp;ac_suggestion_theme_list_length=0"" rel=""noopener"" target=""_blank""> <em>Busque hospedagens em Guilin</em></a>"; ;China;China;Chinese yuan;CNY
69;Hokkaido;Japão;"Pouco conhecida dos ocidentais, a ilha ao norte do país tem vulcões, nevados e, no inverno, o festival de esculturas de gelo de Sapporo. Fevereiro é o mês que marca o “acontecimento” de<a href=""http://viajeaqui.abril.com.br/cidades/japao-sapporo"" rel=""noopener"" target=""_blank""> Saporo</a>, a maior cidade da Ilha de Hokkaido: o Festival da Neve. Durante o evento há shows e competições de esqui. Se você não puder ir durante a festa, nenhum problema. A região é um verdadeiro paraíso natural, tomada por campos e florestas.";"<a href=""https://www.booking.com/searchresults.pt-br.html?aid=332455&amp;sid=605c56653290b80351df808102ac423d&amp;sb=1&amp;src=searchresults&amp;src_elem=sb&amp;error_url=https%3A%2F%2Fwww.booking.com%2Fsearchresults.pt-br.html%3Faid%3D332455%3Bsid%3D605c56653290b80351df808102ac423d%3Bclass_interval%3D1%3Bdest_id%3D-1907565%3Bdest_type%3Dcity%3Bdtdisc%3D0%3Bfrom_sf%3D1%3Bgroup_adults%3D2%3Bgroup_children%3D0%3Biata%3DKWL%3Binac%3D0%3Bindex_postcard%3D0%3Blabel_click%3Dundef%3Bno_rooms%3D1%3Boffset%3D0%3Bpostcard%3D0%3Braw_dest_type%3Dcity%3Broom1%3DA%252CA%3Bsb_price_type%3Dtotal%3Bsearch_selected%3D1%3Bsrc%3Dindex%3Bsrc_elem%3Dsb%3Bss%3DGuilin%252C%2520Guangxi%252C%2520China%3Bss_all%3D0%3Bss_raw%3DGuilin%3Bssb%3Dempty%3Bsshis%3D0%26%3B&amp;ss=Hokkaido%2C+Jap%C3%A3o&amp;ssne=Guilin&amp;ssne_untouched=Guilin&amp;city=-1907565&amp;checkin_monthday=&amp;checkin_month=&amp;checkin_year=&amp;checkout_monthday=&amp;checkout_month=&amp;checkout_year=&amp;group_adults=2&amp;group_children=0&amp;no_rooms=1&amp;from_sf=1&amp;ss_raw=hokkaido&amp;ac_position=0&amp;ac_langcode=xb&amp;dest_id=2347&amp;dest_type=region&amp;place_id_lat=43.045191&amp;place_id_lon=141.709769&amp;search_pageview_id=0170975e67500005&amp;search_selected=true&amp;search_pageview_id=0170975e67500005&amp;ac_suggestion_list_length=5&amp;ac_suggestion_theme_list_length=0"" rel=""noopener"" target=""_blank""> <em>Busque hospedagens em Hokkaido</em></a>";<em>Busque passagens aéreas para Tóquio</em>;Japão;Japan;Japanese yen;JPY
70;Capadócia;Turquia;"Relevo bizarro esculpido em rocha vulcânica. Nas cavernas, absurdas construções; nos balões, um visual arrebatador.   Que tal provar a mais autêntica culinária turca? A região abriga muitos restaurantes charmosos. O Dimrit, em Urgup, tem uma das vistas panorâmicas mais espetaculares – a dica é pegar uma das mesas do terraço. O Nostalji, que também tem terraço, serve drinks de iogurte e doces de mel, além de aquecer os clientes compashminas.";"<a href=""https://www.booking.com/searchresults.pt-br.html?aid=332455&amp;lang=pt-br&amp;sid=eedbe6de09e709d664615ac6f1b39a5d&amp;sb=1&amp;src=index&amp;src_elem=sb&amp;error_url=https%3A%2F%2Fwww.booking.com%2Findex.pt-br.html%3Faid%3D332455%3Bsid%3Deedbe6de09e709d664615ac6f1b39a5d%3Bsb_price_type%3Dtotal%26%3B&amp;ss=Capad%C3%B3cia%2C+%E2%80%8BTurquia&amp;checkin_monthday=&amp;checkin_month=&amp;checkin_year=&amp;checkout_monthday=&amp;checkout_month=&amp;checkout_year=&amp;no_rooms=1&amp;group_adults=2&amp;group_children=0&amp;from_sf=1&amp;ss_raw=Capad%C3%B3cio&amp;ac_position=0&amp;ac_langcode=xb&amp;dest_id=2758&amp;dest_type=region&amp;search_pageview_id=49df7c76aa2b007a&amp;search_selected=true&amp;search_pageview_id=49df7c76aa2b007a&amp;ac_suggestion_list_length=5&amp;ac_suggestion_theme_list_length=0&amp;district_sel=0&amp;airport_sel=0&amp;landmark_sel=0&amp;map=1"" rel=""noopener"" target=""_blank""><em>Busque hospedagens na Capdócia</em></a>";<em>Busque passagens aéreas para<span> </span><span>Nevsehir</span></em>;Turquia;Turkey;Turkish lira;TRY
71;Angkor Wat;Camboja;Seus templos do século 12 em meio à floresta úmida seriam uma representação do universo para os hindus.   A oferta de hotéis na simples Siem Reap, cidade-base para os templos de Angkor, é grande. E o melhor: inclui algumas das mais luxuosas redes do mundo, como a Orient Express, dona do La Residence d´Angkor, uma mansão com spa e uma bela piscina. Viajantes econômicos também encontram boas opções, como o Ei8ght Rooms, que fica bem no centrinho local.;"<a href=""https://www.booking.com/searchresults.pt-br.html?aid=332455&amp;sid=605c56653290b80351df808102ac423d&amp;sb=1&amp;src=index&amp;src_elem=sb&amp;error_url=https%3A%2F%2Fwww.booking.com%2Findex.pt-br.html%3Faid%3D332455%3Bsid%3D605c56653290b80351df808102ac423d%3Bsb_price_type%3Dtotal%26%3B&amp;ss=Templo+Angkor+Wat%2C+Siem+Reap%2C+Siem+Reap+Province%2C+Camboja&amp;checkin_monthday=&amp;checkin_month=&amp;checkin_year=&amp;checkout_monthday=&amp;checkout_month=&amp;checkout_year=&amp;no_rooms=1&amp;group_adults=2&amp;group_children=0&amp;map=1&amp;b_h4u_keep_filters=&amp;from_sf=1&amp;ss_raw=Angkor+Wat&amp;ac_position=0&amp;ac_langcode=xb&amp;dest_id=232989&amp;dest_type=landmark&amp;place_id_lat=13.4121604&amp;place_id_lon=103.8654679&amp;search_pageview_id=e19b90194f120116&amp;search_selected=true#map_closed"" rel=""noopener"" target=""_blank""><em>Busque hospedagens próximas a Angkor Wat</em></a>";<em>Busque passagens aéreas para Camboja</em>;Camboja;Cambodia;Cambodian riel;KHR
72;Tibete;China;Desertos, nevados, lagos e mosteiros budistas a 4 mil metros de altitude. Cenário de um dos lugares mais bonitos e intocados da Terra.   Para chegar lá é preciso ter uma licença separada (não é exatamente um visto). Uma das formas mais fáceis é desembarcar primeiro na China (há dois consulados chineses no Brasil. Depois, em Pequim, paga-se uma taxa pela autorização de entrada no Tibete. Outra alternativa é voar para o Nepal e, a partir de lá, comprar um pacote com uma agência local.;"<a href=""https://www.booking.com/searchresults.pt-br.html?aid=332455&amp;lang=pt-br&amp;sid=eedbe6de09e709d664615ac6f1b39a5d&amp;sb=1&amp;src=searchresults&amp;src_elem=sb&amp;error_url=https%3A%2F%2Fwww.booking.com%2Fsearchresults.pt-br.html%3Faid%3D332455%3Bsid%3Deedbe6de09e709d664615ac6f1b39a5d%3Bclass_interval%3D1%3Bdest_id%3D36%3Bdest_type%3Dcountry%3Bdtdisc%3D0%3Bfrom_sf%3D1%3Bgroup_adults%3D2%3Bgroup_children%3D0%3Binac%3D0%3Bindex_postcard%3D0%3Blabel_click%3Dundef%3Bno_rooms%3D1%3Boffset%3D0%3Bpostcard%3D0%3Braw_dest_type%3Dcountry%3Broom1%3DA%252CA%3Bsb_price_type%3Dtotal%3Bsearch_selected%3D1%3Bsrc%3Dsearchresults%3Bsrc_elem%3Dsb%3Bss%3DCamboja%3Bss_all%3D0%3Bss_raw%3DCamboja%3Bssb%3Dempty%3Bsshis%3D0%3Bssne_untouched%3DCapad%25C3%25B3cia%26%3B&amp;ss=Tibete%2C+%E2%80%8BChina&amp;ssne=Camboja&amp;ssne_untouched=Camboja&amp;checkin_monthday=&amp;checkin_month=&amp;checkin_year=&amp;checkout_monthday=&amp;checkout_month=&amp;checkout_year=&amp;no_rooms=1&amp;group_adults=2&amp;group_children=0&amp;from_sf=1&amp;ss_raw=Tibete+&amp;ac_position=0&amp;ac_langcode=pt&amp;dest_id=3707&amp;dest_type=region&amp;search_pageview_id=49df7c8c6ae80589&amp;search_selected=true&amp;search_pageview_id=49df7c8c6ae80589&amp;ac_suggestion_list_length=1&amp;ac_suggestion_theme_list_length=0"" rel=""noopener"" target=""_blank""><em>Busque hospedagens no Tibete</em></a>";<em>Busque passagens aéreas para Tibete</em>;China;China;Chinese yuan;CNY
73;Petra;Jordânia;Depois de ler muito quando garoto sobre Lawrence da Arábia e, mais tarde, ver Indiana Jones e a Última Cruzada, o filme de 1989 em que Harrison Ford/Indiana busca o Santo Graal no Templo de Al Khazneh, o mais famoso monumento de Petra, ficou bem difícil ignorar aquele lugar. Então passei dois dias no mesmo deserto jordaniano de Wadi Rum que encantou Lawrence para depois chegar a Petra e seus cânions de cor avermelhada com paredões de até 80 metros de altura. Aos poucos, o Templo de Al Khazneh surgiu entre as sombras e as curvas do cânion. Assim como no filme, um camelo sentado bem defonte ao templo me deu a dimensão grandiosa da edificação. Petra tem muitas construções esculpidas nas montanhas, todas em estilo grecoromano, que foram reveladas ao mundo apenas em 1812. É fácil passar uma semana lá caminhando, visitando os lugares em horários diferentes e imaginando como era viver ali em 4 a.C., o tempo de ouro dos nabateus, que alçaram o lugar à condição de grande metrópole cultural e econômica na rota comercial que ligava a Arábia à Síria. Petra merece ser visitada no outono (de setembro a novembro) ou na primavera (de março a maio). Durante o Ramadã (geralmente em agosto), muitos estabelecimentos fecham as portas.;"<a href=""https://www.booking.com/searchresults.pt-br.html?aid=332455&amp;lang=pt-br&amp;sid=eedbe6de09e709d664615ac6f1b39a5d&amp;sb=1&amp;src=searchresults&amp;src_elem=sb&amp;error_url=https%3A%2F%2Fwww.booking.com%2Fsearchresults.pt-br.html%3Faid%3D332455%3Bsid%3Deedbe6de09e709d664615ac6f1b39a5d%3Bclass_interval%3D1%3Bdest_id%3D3707%3Bdest_type%3Dregion%3Bdtdisc%3D0%3Bfrom_sf%3D1%3Bgroup_adults%3D2%3Bgroup_children%3D0%3Binac%3D0%3Bindex_postcard%3D0%3Blabel_click%3Dundef%3Bno_rooms%3D1%3Boffset%3D0%3Bpostcard%3D0%3Braw_dest_type%3Dregion%3Broom1%3DA%252CA%3Bsb_price_type%3Dtotal%3Bsearch_selected%3D1%3Bsrc%3Dsearchresults%3Bsrc_elem%3Dsb%3Bss%3DTibete%252C%2520%25E2%2580%258BChina%3Bss_all%3D0%3Bss_raw%3DTibete%3Bssb%3Dempty%3Bsshis%3D0%3Bssne_untouched%3DCamboja%26%3B&amp;ss=Petra%2C+%E2%80%8BJord%C3%A2nia&amp;ssne=Tibet&amp;ssne_untouched=Tibet&amp;checkin_monthday=&amp;checkin_month=&amp;checkin_year=&amp;checkout_monthday=&amp;checkout_month=&amp;checkout_year=&amp;no_rooms=1&amp;group_adults=2&amp;group_children=0&amp;from_sf=1&amp;ss_raw=%C2%A0Petra+&amp;ac_position=0&amp;ac_langcode=xb&amp;dest_id=3470&amp;dest_type=region&amp;search_pageview_id=b2307c9813fd007a&amp;search_selected=true&amp;search_pageview_id=b2307c9813fd007a&amp;ac_suggestion_list_length=5&amp;ac_suggestion_theme_list_length=0"" rel=""noopener"" target=""_blank""><em>Busque hospedagens em Petra</em></a>"; ;Jordânia;Jordan;Jordanian dinar;JOD
