,carat,cut,color,clarity,depth,table,x,y,z,price_predict
1038,2.0,Premium,G,SI1,59.0,62.0,6.16,6.15,4.82,9684.674381054901
1039,1.57,Premium,G,SI1,59.5,58.0,7.56,7.61,4.51,7602.469389128098
1040,0.32,Premium,G,SI1,62.6,58.0,4.35,4.37,2.73,1549.5479009687842
1041,0.55,Premium,G,SI1,60.1,61.0,5.32,5.29,3.19,2663.285454790098
1042,0.44,Premium,G,SI1,61.9,59.0,4.87,4.82,3.0,2130.6283638320783
1043,1.7,Premium,G,SI1,62.1,57.0,7.61,7.55,4.71,8231.973223896666
1044,0.51,Premium,G,SI1,60.3,61.0,5.19,5.12,3.11,2469.591967169
1045,0.49,Premium,G,SI1,60.6,60.0,5.1,5.06,3.08,2372.745223358451
1046,1.41,Premium,G,SI1,59.5,59.0,7.35,7.3,4.36,6827.6954386437055
1047,0.41,Premium,D,VVS2,62.2,58.0,4.8,4.78,2.98,2771.450353218212
1048,0.71,Premium,D,VVS2,60.0,58.0,5.92,5.84,3.53,4799.340855573001
1049,0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,4393.762755102044
1050,1.01,Premium,D,VVS2,62.4,58.0,6.44,6.39,4.0,6827.231357927791
1051,0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,2771.450353218212
1052,0.42,Premium,D,VVS2,59.6,59.0,4.9,4.96,2.94,2839.046703296705
1053,0.7,Very Good,I,I1,63.2,59.0,5.62,5.59,3.54,2456.306775874907
1054,1.03,Very Good,I,VS1,62.9,53.0,6.45,6.5,4.07,5476.062310030391
1055,1.06,Very Good,I,VS1,58.5,58.3,6.66,6.79,3.94,5635.559270516714
1056,1.22,Very Good,I,VS1,61.6,60.0,6.86,6.8,4.21,6486.209726443764
1057,0.81,Very Good,I,VS1,63.2,59.0,5.9,5.84,3.71,4306.417933130696
1058,1.3,Very Good,I,VS1,62.1,59.0,6.97,7.01,4.34,6911.534954407291
1059,1.53,Very Good,I,VS1,62.8,55.0,7.35,7.4,4.63,8134.344984802426
1060,0.75,Very Good,I,VS1,63.3,57.0,5.82,5.74,3.66,3987.424012158052
1061,0.9,Very Good,I,VS1,62.2,58.0,6.13,6.18,3.83,4784.908814589662
1062,1.24,Very Good,I,VS1,59.4,58.0,7.04,7.09,4.2,6592.541033434646
1063,1.08,Very Good,I,VS1,62.5,57.0,6.51,6.54,4.08,5741.8905775075955
1064,0.33,Very Good,I,VS1,63.2,57.0,4.4,4.37,2.77,1754.4665653495429
1065,1.13,Very Good,I,VS1,61.7,54.0,6.71,6.74,4.15,6007.718844984798
1066,1.27,Very Good,I,VS1,60.6,59.0,7.04,6.96,4.24,6752.037993920968
1067,0.82,Very Good,I,VS1,63.6,58.9,5.88,5.93,3.76,4359.583586626137
1068,1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,6379.878419452883
1069,1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66,8506.504559270512
1070,1.2,Very Good,I,VS1,62.6,59.0,6.69,6.73,4.2,6379.878419452883
1071,1.39,Very Good,I,VS1,62.2,57.0,7.17,7.1,4.44,7390.025835866256
1072,2.01,Very Good,I,VS1,63.5,59.0,8.03,7.93,5.07,10686.296352583578
1073,0.7,Very Good,I,VS1,62.2,57.0,5.69,5.72,3.55,3721.5957446808484
1074,1.51,Very Good,I,VS1,63.1,53.0,7.34,7.25,4.6,8028.013677811545
1075,1.0,Very Good,I,VS1,63.3,55.0,6.39,6.34,4.03,5316.565349544069
1076,0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,3721.5957446808484
1077,2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02,10686.296352583578
1078,2.01,Very Good,I,VS1,59.7,63.0,8.24,8.15,4.89,10686.296352583578
1079,0.71,Very Good,I,VS1,61.1,57.0,5.75,5.8,3.53,3774.761398176289
1080,0.42,Very Good,I,VS1,60.4,60.0,4.82,4.88,2.93,2232.957446808509
1081,0.73,Ideal,I,VVS1,61.7,53.0,5.8,5.84,3.59,2727.0364731280547
1082,0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,2652.323145097149
1083,0.43,Ideal,I,VVS1,63.0,56.0,4.86,4.83,3.05,1606.3365526644704
1084,0.32,Ideal,I,VVS1,61.7,55.0,4.39,4.4,2.71,1195.4132484944896
1085,0.31,Ideal,I,VVS1,62.1,56.0,4.38,4.35,2.71,1158.056584479037
1086,1.06,Ideal,I,VVS1,60.2,57.0,6.62,6.66,4.0,3959.806385637997
1087,0.42,Ideal,I,VVS1,60.5,57.0,4.84,4.88,2.94,1568.9798886490175
1088,0.32,Ideal,I,VVS1,61.9,55.0,4.39,4.4,2.72,1195.4132484944896
1089,0.34,Ideal,I,VVS1,61.8,56.0,4.47,4.5,2.77,1270.1265765253954
1090,0.42,Ideal,I,VVS1,62.0,55.0,4.88,4.8,3.0,1568.9798886490175
1091,1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,4520.156345869789
1092,0.33,Ideal,I,VVS1,62.2,54.0,4.43,4.45,2.76,1232.7699125099425
1093,0.55,Ideal,I,VVS1,61.7,56.0,5.24,5.29,3.25,2054.616520849904
1094,0.41,Ideal,I,VVS1,62.3,53.0,4.77,4.79,2.98,1531.6232246335649
1095,0.58,Ideal,I,VVS1,62.3,53.0,5.38,5.4,3.36,2166.6865128962622
1096,0.42,Ideal,I,VVS1,62.7,55.0,4.8,4.77,3.0,1568.9798886490175
1097,0.32,Ideal,I,VVS1,62.0,55.3,4.39,4.42,2.73,1195.4132484944896
1098,0.72,Ideal,I,VVS1,61.3,57.0,5.74,5.77,3.53,2689.6798091126016
1099,0.3,Ideal,I,VVS1,61.1,57.0,4.36,4.32,2.65,1120.699920463584
1100,0.38,Ideal,I,VVS1,60.6,58.0,4.69,4.71,2.85,1419.5532325872066
1101,0.4,Ideal,I,VVS1,63.0,55.0,4.7,4.73,2.97,1494.2665606181122
1102,0.83,Ideal,D,SI2,62.1,56.0,6.0,6.04,3.74,3497.9780078657964
1103,0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,2149.3599807368146
1104,0.32,Ideal,D,SI2,59.5,57.0,4.47,4.5,2.67,1348.6180271289818
1105,0.72,Ideal,D,SI2,61.1,58.0,5.76,5.79,3.53,3034.390561040209
1106,1.03,Ideal,D,SI2,61.2,57.0,6.51,6.59,4.01,4340.864274821411
1107,0.56,Ideal,D,SI2,61.3,56.0,5.3,5.33,3.26,2360.0815474757183
1108,0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,3034.390561040209
1109,0.58,Ideal,D,SI2,62.7,56.0,5.32,5.3,3.33,2444.3701741712794
1110,0.74,Ideal,D,SI2,62.2,57.0,5.78,5.82,3.61,3118.6791877357705
1111,0.78,Ideal,D,SI2,61.4,57.0,5.91,5.94,3.64,3287.256441126893
1112,0.7,Ideal,D,SI2,60.4,56.0,5.78,5.81,3.5,2950.1019343446474
1113,0.52,Ideal,D,SI2,61.7,55.0,5.17,5.2,3.2,2191.5042940845956
1114,0.31,Ideal,D,SI2,61.3,56.0,4.36,4.41,2.69,1306.473713781201
1115,0.56,Ideal,D,SI2,62.2,55.0,5.29,5.32,3.3,2360.0815474757183
1116,0.4,Ideal,D,SI2,61.3,56.0,4.72,4.77,2.91,1685.7725339112274
1117,1.0,Ideal,D,SI2,61.5,56.0,6.45,6.41,3.95,4214.431334778068
1118,1.68,Ideal,D,SI2,62.7,55.0,7.45,7.58,4.71,7080.244642427154
1119,0.52,Ideal,D,SI2,61.2,57.0,5.2,5.22,3.19,2191.5042940845956
1120,2.12,Ideal,D,SI2,62.9,55.0,8.17,8.14,5.13,8934.594429729505
1121,0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96,1685.7725339112274
1122,0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69,1348.6180271289818
1123,0.71,Ideal,D,SI2,61.0,56.0,5.77,5.8,3.53,2992.2462476924284
1124,0.71,Ideal,D,SI2,62.5,57.0,5.7,5.73,3.57,2992.2462476924284
1125,0.31,Ideal,D,SI2,62.5,55.0,4.34,4.3,2.7,1306.473713781201
1126,0.57,Ideal,D,SI2,61.4,56.0,5.33,5.38,3.29,2402.225860823499
1127,0.31,Ideal,D,SI2,62.0,56.0,4.33,4.35,2.69,1306.473713781201
1128,0.51,Very Good,G,SI1,63.0,53.0,5.1,5.13,3.22,2249.1052314004746
1129,0.71,Very Good,G,SI1,60.0,59.0,5.76,5.8,3.47,3131.1072829300724
1130,0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,3087.0071803535925
1131,0.52,Very Good,G,SI1,63.3,57.0,5.11,5.08,3.22,2293.2053339769545
1132,0.33,Very Good,G,SI1,63.2,57.0,4.44,4.39,2.79,1455.3033850238367
1133,0.6,Very Good,G,SI1,63.5,59.9,5.28,5.3,3.36,2646.0061545887934
1134,0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,1323.0030772943967
1135,0.59,Very Good,G,SI1,59.3,58.0,5.45,5.51,3.25,2601.9060520123135
1136,1.01,Very Good,G,SI1,62.0,63.0,6.34,6.25,3.9,4454.110360224469
1137,0.51,Very Good,G,SI1,62.7,59.0,5.07,5.13,3.2,2249.1052314004746
1138,0.34,Very Good,G,SI1,63.4,57.0,4.4,4.45,2.81,1499.4034876003166
1139,1.51,Very Good,G,SI1,59.6,60.0,7.43,7.47,4.44,6659.115489048464
1140,0.71,Very Good,G,SI1,62.3,57.0,5.7,5.76,3.57,3131.1072829300724
1141,1.02,Very Good,G,SI1,63.0,55.0,6.4,6.45,4.05,4498.210462800949
1142,1.03,Very Good,G,SI1,62.6,56.0,6.41,6.44,4.02,4542.310565377429
1143,2.01,Very Good,G,SI1,63.1,59.0,8.03,7.98,5.05,8864.120617872457
1144,0.31,Very Good,G,SI1,61.5,59.0,4.34,4.38,2.68,1367.1031798708766
1145,0.38,Very Good,G,SI1,61.8,53.7,4.67,4.69,2.9,1675.803897906236
1146,0.91,Very Good,G,SI1,63.5,58.0,6.15,6.04,3.87,4013.1093344596707
1147,1.5,Very Good,G,SI1,63.1,59.0,7.22,7.27,4.57,6615.015386471984
1148,0.52,Very Good,G,SI1,60.6,61.0,5.17,5.19,3.14,2293.2053339769545
1149,0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17,2293.2053339769545
1150,0.91,Very Good,G,SI1,60.2,58.0,6.29,6.31,3.79,4013.1093344596707
1151,0.41,Very Good,G,SI1,62.8,58.0,4.72,4.74,2.97,1808.1042056356755
1152,2.01,Very Good,G,SI1,62.1,60.0,7.94,8.03,4.96,8864.120617872457
1153,2.0,Very Good,G,SI1,62.5,58.0,7.98,8.04,5.01,8820.020515295979
1154,0.7,Very Good,G,SI1,62.5,57.0,5.63,5.7,3.54,3087.0071803535925
1155,1.2,Very Good,G,SI1,63.4,55.0,6.72,6.65,4.24,5292.012309177587
1156,0.3,Very Good,G,SI1,62.5,56.0,4.27,4.3,2.68,1323.0030772943967
1157,0.9,Very Good,G,SI1,62.9,56.0,6.11,6.17,3.86,3969.0092318831908
1158,0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,2337.3054365534344
1159,0.5,Very Good,G,SI1,62.4,52.0,5.1,5.15,3.2,2205.0051288239947
1160,1.01,Very Good,G,SI1,60.0,58.0,6.51,6.55,3.92,4454.110360224469
1161,0.92,Very Good,G,SI1,61.8,54.0,6.25,6.37,3.9,4057.2094370361506
1162,0.7,Very Good,G,SI1,63.0,59.0,5.64,5.67,3.56,3087.0071803535925
1163,0.5,Very Good,G,SI1,62.8,56.0,5.05,5.08,3.18,2205.0051288239947
1164,0.36,Very Good,G,SI1,61.8,57.8,4.52,4.58,2.81,1587.6036927532762
1165,0.5,Very Good,G,SI1,59.3,58.0,5.19,5.24,3.09,2205.0051288239947
1166,0.7,Very Good,G,SI1,63.6,58.0,5.61,5.65,3.58,3087.0071803535925
1167,0.3,Very Good,G,SI1,62.8,56.0,4.28,4.32,2.7,1323.0030772943967
1168,0.82,Very Good,G,SI1,63.4,55.0,6.0,5.93,3.78,3616.208411271351
1169,0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,3087.0071803535925
1170,0.3,Very Good,G,SI1,61.0,58.0,4.3,4.32,2.63,1323.0030772943967
1171,0.97,Very Good,G,SI1,60.2,61.0,6.4,6.46,3.87,4277.70994991855
1172,1.02,Very Good,G,SI1,61.3,56.0,6.43,6.53,3.97,4498.210462800949
1173,0.55,Very Good,G,SI1,60.1,61.0,5.32,5.29,3.19,2425.5056417063943
1174,0.7,Very Good,G,SI1,62.7,55.0,5.63,5.66,3.54,3087.0071803535925
1175,0.81,Very Good,G,SI1,62.5,60.0,5.89,5.94,3.69,3572.1083086948715
1176,1.1,Very Good,G,SI1,59.4,58.0,6.72,6.79,4.01,4851.0112834127885
1177,0.71,Very Good,G,SI1,61.7,56.0,5.7,5.74,3.53,3131.1072829300724
1178,1.06,Very Good,G,SI1,61.3,60.0,6.53,6.55,4.01,4674.610873106869
1179,1.26,Very Good,G,SI1,61.7,60.0,6.85,6.9,4.24,5556.612924636467
1180,1.06,Ideal,E,VS2,61.3,57.0,6.54,6.57,4.02,4417.620707137089
1181,0.7,Ideal,E,VS2,62.6,57.0,5.63,5.68,3.54,2917.2966933924167
1182,0.51,Ideal,E,VS2,61.8,57.0,5.15,5.14,3.18,2125.4590194716184
1183,1.03,Ideal,E,VS2,61.7,56.0,6.45,6.54,4.01,4292.5937059917
1184,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19,2125.4590194716184
1185,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,1375.2970125992824
1186,0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,1250.270011453893
1187,0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,2333.837354713934
1188,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,1291.945678502356
1189,0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,2167.1346865200812
1190,0.33,Ideal,E,VS2,61.5,55.0,4.47,4.5,2.76,1375.2970125992824
1191,0.9,Ideal,E,VS2,62.1,57.0,6.15,6.18,3.83,3750.8100343616793
1192,0.7,Ideal,E,VS2,61.4,57.0,5.76,5.8,3.55,2917.2966933924167
1193,0.32,Ideal,E,VS2,60.2,57.0,4.51,4.46,2.7,1333.6213455508193
1194,1.01,Ideal,E,VS2,61.3,57.0,6.49,6.46,3.97,4209.242371894773
1195,0.61,Ideal,E,VS2,61.4,56.0,5.47,5.51,3.37,2542.215689956249
1196,0.42,Ideal,E,VS2,62.1,56.0,4.8,4.77,2.97,1750.3780160354502
1197,0.42,Ideal,E,VS2,62.0,55.0,4.82,4.8,2.98,1750.3780160354502
1198,0.42,Ideal,E,VS2,60.9,57.0,4.85,4.87,2.96,1750.3780160354502
1199,0.85,Ideal,E,VS2,59.3,57.0,6.19,6.22,3.68,3542.4316991193637
1200,0.32,Ideal,E,VS2,62.7,55.0,4.38,4.36,2.74,1333.6213455508193
1201,0.53,Ideal,E,VS2,61.4,56.0,5.18,5.25,3.2,2208.8103535685445
1202,0.58,Ideal,E,VS2,61.8,57.0,5.32,5.36,3.3,2417.1886888108597
1203,0.35,Ideal,E,VS2,61.6,56.0,4.54,4.52,2.79,1458.6483466962084
1204,0.53,Ideal,E,VS2,61.5,56.0,5.18,5.23,3.2,2208.8103535685445
1205,0.31,Ideal,E,VS2,60.5,56.0,4.41,4.38,2.66,1291.945678502356
1206,0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,1250.270011453893
1207,0.52,Ideal,E,VS2,61.4,54.0,5.2,5.23,3.2,2167.1346865200812
1208,0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28,2292.1616876654707
1209,0.31,Ideal,E,VS2,62.0,55.0,4.35,4.33,2.69,1291.945678502356
1210,0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,2083.783352423155
1211,0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,1667.0266819385242
1212,0.41,Ideal,E,VS2,61.8,57.0,4.76,4.78,2.95,1708.702348986987
1213,0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,1583.6753478415978
1214,0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,2125.4590194716184
1215,0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,2250.4860206170074
1216,0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,1917.0806842293027
1217,0.32,Ideal,E,VS2,62.1,55.0,4.36,4.4,2.72,1333.6213455508193
1218,0.56,Ideal,E,VS2,60.9,56.0,5.35,5.32,3.25,2333.837354713934
1219,0.32,Ideal,E,VS2,62.1,55.0,4.39,4.43,2.74,1333.6213455508193
1220,0.3,Ideal,E,VS2,62.3,57.0,4.32,4.29,2.68,1250.270011453893
1221,0.32,Ideal,E,VS2,62.0,55.0,4.38,4.46,2.74,1333.6213455508193
1222,0.57,Ideal,E,VS2,61.8,55.0,5.34,5.38,3.31,2375.5130217623964
1223,0.3,Ideal,E,VS2,61.5,56.0,4.33,4.29,2.65,1250.270011453893
1224,0.28,Ideal,E,VS2,61.5,56.0,4.22,4.24,2.6,1166.918677356967
1225,0.44,Ideal,E,VS2,61.6,54.0,4.9,4.97,3.04,1833.7293501323766
1226,0.34,Ideal,E,VS2,62.4,54.0,4.48,4.49,2.8,1416.9726796477455
1227,0.56,Ideal,E,VS2,60.7,57.0,5.34,5.31,3.23,2333.837354713934
1228,1.13,Ideal,E,VS2,61.7,57.0,6.67,6.71,4.13,4709.35037647633
1229,0.51,Ideal,E,VS2,61.8,57.0,5.14,5.15,3.18,2125.4590194716184
1230,0.32,Ideal,E,VS2,61.3,57.0,4.45,4.42,2.72,1333.6213455508193
1231,0.31,Ideal,E,VS2,62.0,55.0,4.33,4.35,2.69,1291.945678502356
1232,0.5,Ideal,E,VS2,62.5,57.0,5.1,5.04,3.17,2083.783352423155
1233,0.59,Ideal,E,VS2,60.2,59.0,5.47,5.49,3.3,2458.864355859323
1234,0.54,Ideal,E,VS2,61.3,55.0,5.24,5.26,3.22,2250.4860206170074
1235,0.58,Ideal,E,VS2,61.6,55.0,5.33,5.38,3.3,2417.1886888108597
1236,0.52,Ideal,E,VS2,61.2,56.0,5.16,5.23,3.18,2167.1346865200812
1237,0.76,Ideal,E,VS2,62.1,55.0,5.84,5.88,3.64,3167.3506956831957
1238,0.5,Ideal,E,VS2,62.9,54.0,5.14,5.1,3.22,2083.783352423155
1239,1.57,Ideal,E,VS2,62.3,57.0,7.39,7.44,4.62,6543.0797266087075
1240,0.25,Ideal,E,VS2,60.6,57.0,4.08,4.11,2.48,1041.8916762115775
1241,0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,2125.4590194716184
1242,0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,2167.1346865200812
1243,0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,1708.702348986987
1244,0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,2417.1886888108597
1245,0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,2208.8103535685445
1246,0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,1416.9726796477455
1247,0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,2208.8103535685445
1248,0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,1500.3240137446717
1249,0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,2958.97236044088
1250,1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,4709.35037647633
1251,0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73,1375.2970125992824
1252,0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,1500.3240137446717
1253,0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,1333.6213455508193
1254,0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83,1458.6483466962084
1255,0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,3292.377696828585
1256,0.3,Ideal,E,VS2,61.5,55.0,4.3,4.34,2.66,1250.270011453893
1257,0.3,Ideal,E,VS2,62.1,55.0,4.28,4.32,2.67,1250.270011453893
1258,1.0,Ideal,E,VS2,61.6,57.0,6.44,6.38,3.95,4167.56670484631
1259,0.32,Ideal,E,VS2,61.6,56.0,4.4,4.43,2.72,1333.6213455508193
1260,0.9,Ideal,E,VS2,62.7,56.0,6.14,6.18,3.86,3750.8100343616793
1261,0.31,Ideal,E,VS2,61.0,56.0,4.41,4.38,2.68,1291.945678502356
1262,0.51,Ideal,E,VS2,62.4,57.0,5.13,5.1,3.19,2125.4590194716184
1263,0.53,Ideal,E,VS2,61.9,55.0,5.19,5.22,3.22,2208.8103535685445
1264,0.31,Ideal,E,VS2,61.8,56.0,4.36,4.34,2.69,1291.945678502356
1265,1.01,Ideal,E,VS2,62.1,56.0,6.41,6.45,3.99,4209.242371894773
1266,0.38,Ideal,E,VS2,61.7,54.3,4.68,4.69,2.89,1583.6753478415978
1267,0.57,Ideal,E,VS2,61.5,57.0,5.35,5.32,3.28,2375.5130217623964
1268,0.5,Ideal,E,VS2,61.4,55.0,5.12,5.14,3.15,2083.783352423155
1269,0.32,Ideal,E,VS2,62.6,53.0,4.38,4.37,2.74,1333.6213455508193
1270,0.3,Ideal,E,VS2,62.5,56.0,4.3,4.28,2.68,1250.270011453893
1271,1.01,Ideal,E,VS2,62.5,54.0,6.39,6.42,4.0,4209.242371894773
1272,0.31,Ideal,E,VS2,61.6,57.0,4.38,4.35,2.69,1291.945678502356
1273,0.36,Ideal,E,VS2,62.1,55.0,4.54,4.58,2.83,1500.3240137446717
1274,0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92,1667.0266819385242
1275,0.52,Ideal,E,VS2,61.0,57.0,5.21,5.19,3.17,2167.1346865200812
1276,0.31,Ideal,E,VS2,62.0,55.0,4.37,4.34,2.7,1291.945678502356
1277,0.31,Ideal,E,VS2,61.4,54.0,4.41,4.38,2.7,1291.945678502356
1278,0.75,Ideal,E,VS2,62.0,56.0,5.82,5.85,3.62,3125.6750286347324
1279,0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,2917.2966933924167
1280,0.7,Ideal,E,VS2,61.9,58.0,5.7,5.73,3.54,2917.2966933924167
1281,0.72,Ideal,E,VS2,61.1,56.0,5.78,5.81,3.54,3000.6480274893433
1282,0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,2375.5130217623964
1283,0.3,Ideal,E,VS2,62.3,56.0,4.28,4.32,2.68,1250.270011453893
1284,0.39,Ideal,E,VS2,60.5,56.0,4.75,4.77,2.88,1625.351014890061
1285,0.32,Ideal,E,VS2,61.5,56.0,4.43,4.45,2.73,1333.6213455508193
1286,0.32,Ideal,E,VS2,62.1,55.0,4.43,4.4,2.74,1333.6213455508193
1287,0.53,Ideal,E,VS2,60.9,59.0,5.17,5.21,3.16,2208.8103535685445
1288,0.33,Ideal,E,VS2,61.1,56.0,4.45,4.48,2.73,1375.2970125992824
1289,0.3,Ideal,E,VS2,61.5,55.0,4.29,4.33,2.65,1250.270011453893
1290,0.32,Ideal,E,VS2,62.1,55.0,4.4,4.36,2.72,1333.6213455508193
1291,0.55,Ideal,E,VS2,62.0,56.0,5.26,5.25,3.26,2292.1616876654707
1292,0.52,Ideal,E,VS2,60.7,56.0,5.2,5.24,3.17,2167.1346865200812
1293,0.33,Ideal,E,VS2,62.3,56.0,4.46,4.47,2.78,1375.2970125992824
1294,0.32,Ideal,E,VS2,62.9,56.0,4.39,4.36,2.75,1333.6213455508193
1295,0.31,Ideal,E,VS2,62.0,56.0,4.36,4.38,2.71,1291.945678502356
1296,0.58,Ideal,E,VS2,62.1,55.0,5.35,5.34,3.32,2417.1886888108597
1297,0.33,Ideal,E,VS2,61.8,55.0,4.45,4.48,2.76,1375.2970125992824
1298,0.41,Ideal,D,VS1,61.8,57.0,4.75,4.8,2.95,1985.2308811546982
1299,0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,1501.028227214528
1300,0.54,Ideal,D,VS1,61.6,54.0,5.24,5.25,3.23,2614.69433127692
1301,0.57,Ideal,D,VS1,61.1,57.0,5.33,5.37,3.27,2759.9551274589708
1302,0.38,Ideal,D,VS1,62.2,57.0,4.66,4.63,2.89,1839.9700849726473
1303,0.31,Ideal,D,VS1,60.5,55.0,4.43,4.39,2.67,1501.028227214528
1304,0.26,Ideal,D,VS1,62.0,55.0,4.12,4.1,2.55,1258.926900244443
1305,0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,3679.9401699452947
1306,0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,2033.6511465487154
1307,0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,1452.607961820511
1308,0.71,Ideal,D,VS1,61.5,58.0,5.75,5.77,3.54,3437.838842975209
1309,0.51,Ideal,D,VS1,61.7,54.0,5.12,5.15,3.17,2469.4335350948686
1310,0.43,Ideal,D,VS1,61.6,56.0,4.85,4.86,2.99,2082.0714119427325
1311,0.72,Ideal,D,VS1,60.9,56.0,5.79,5.86,3.55,3486.2591083692264
1312,0.44,Ideal,D,VS1,61.1,56.0,4.95,4.91,3.01,2130.4916773367495
1313,0.7,Ideal,D,VS1,62.5,57.0,5.65,5.68,3.54,3389.418577581192
1314,0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,1985.2308811546982
1315,1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,5180.968397159822
1316,0.34,Ideal,D,VS1,60.9,56.0,4.56,4.51,2.76,1646.2890233965793
1317,0.56,Ideal,D,VS1,61.6,57.0,5.33,5.29,3.27,2711.5348620649543
1318,1.0,Ideal,D,VS1,62.4,55.0,6.4,6.43,4.0,4842.026539401703
1319,0.34,Ideal,D,VS1,60.9,56.0,4.51,4.56,2.76,1646.2890233965793
1320,0.35,Ideal,D,VS1,60.1,57.0,4.58,4.61,2.76,1694.709288790596
1321,0.56,Ideal,D,VS1,62.6,55.0,5.25,5.29,3.3,2711.5348620649543
1322,0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,3098.8969852170903
1323,0.31,Ideal,D,VS1,60.5,57.0,4.39,4.41,2.66,1501.028227214528
1324,1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13,5616.750785705975
1325,0.55,Ideal,D,VS1,61.8,55.0,5.29,5.32,3.28,2663.114596670937
1326,0.38,Ideal,D,VS1,62.3,54.0,4.64,4.7,2.9,1839.9700849726473
1327,1.03,Ideal,F,VS2,60.4,56.0,6.59,6.56,3.97,5384.4182856691095
1328,0.31,Ideal,F,VS2,61.8,56.0,4.37,4.33,2.69,1620.5530762693438
1329,0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,1620.5530762693438
1330,0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,1620.5530762693438
1331,0.53,Ideal,F,VS2,61.3,55.0,5.22,5.25,3.21,2770.623001363717
1332,0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,2143.3121331304224
1333,0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,1568.2771705832358
1334,1.22,Ideal,F,VS2,62.6,56.0,6.8,6.78,4.25,6377.660493705159
1335,0.31,Ideal,F,VS2,61.6,56.0,4.39,4.35,2.69,1620.5530762693438
1336,0.32,Ideal,F,VS2,62.3,56.0,4.4,4.37,2.73,1672.8289819554516
